name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,night_range
Nice place close to BTS.,Alice,Chatu Chak,13.85516,100.58438,Private room,1500,7,0,,0.0,2,177,0,Week 1
apartmant near airport rail link  swimming pool,Anis,Bang Kapi,13.7505,100.60661,Entire home/apt,1385,1,0,,0.0,1,365,0,Week 1
Loft style private access to rooftop swimming pool,Yan,Vadhana,13.74221,100.5576,Entire home/apt,3500,1,0,,0.0,9,305,0,Week 1
Rất thuận tiện cho chuyến nghỉ dưỡng Gia Đình & BB,Benz,Din Daeng,13.75617,100.56084,Entire home/apt,899,2,1,2022-08-22,0.23,1,181,1,Week 1
NEW☆ 2BR SuperB SPARKLING LUXURY - BTS Chong Nonsi,Rajasit,Bang Rak,13.72517,100.53015,Entire home/apt,2990,2,1,2022-09-18,0.29,8,352,1,Week 1
Heartwarming apartment: 3BR MRT/Pool/JODD Fair,Mt,Huai Khwang,13.75955,100.56985,Entire home/apt,6671,1,0,,0.0,25,78,0,Week 1
New!  La Chada Night Market 1BR 2PPL near MRT,Curry,Thung khru,13.65635,100.503,Entire home/apt,1057,1,1,2020-08-06,0.03,228,0,0,Week 1
New!  La Chada Night Market studio 2PPL near MRT,Curry,Huai Khwang,13.77332,100.58047,Entire home/apt,1057,1,1,2020-03-20,0.03,228,0,0,Week 1
Greenery style /Rama9 road,Naphat,Suanluang,13.74586,100.60577,Entire home/apt,2900,20,0,,0.0,1,180,0,Week 3
"Designer room, service apartment Lat Phrao",MingCheng,Wang Thong Lang,13.78354,100.62635,Entire home/apt,464,5,1,2020-02-28,0.03,9,260,0,Week 1
Boulevard Hotel Bangkok Deluxe Room With Breakfast,Nutcha,Vadhana,13.7363,100.56938,Private room,6000,1,0,,0.0,21,365,0,Week 1
Boulevard Hotel Bangkok Deluxe - Room Only,Nutcha,Vadhana,13.73611,100.56977,Private room,7000,1,0,,0.0,21,365,0,Week 1
Comfy Minimal+10mins walk to BTS+24HRS supermarket,Vasin,Vadhana,13.72933,100.5831,Entire home/apt,2425,2,33,2022-12-16,1.06,2,0,32,Week 1
ที่พักลาดพร้าว รามคำแหง,ธนธรณ์,Wang Thong Lang,13.76608,100.62199,Private room,519,1,0,,0.0,2,179,0,Week 1
comfortable as your home,Sena,Din Daeng,13.77687,100.57369,Entire home/apt,3500,1,0,,0.0,1,90,0,Week 1
THE MIRROR SHRINE STUDIO /WIFI /POOL /RAMA9,Eva,Huai Khwang,13.75287,100.57522,Entire home/apt,1271,2,7,2022-11-05,0.21,44,81,5,Week 1
Pet friendly 2BR Entire APT 82 sqm - Gym+ Pool,Palakorn,Yan na wa,13.70039,100.53803,Entire home/apt,1799,1,0,,0.0,3,1,0,Week 1
หมู่บ้านพฤกษาวิลล์,Kornkarn,Sai Mai,13.92025,100.66591,Entire home/apt,4500,1,0,,0.0,1,90,0,Week 1
1 mins to MRT Bang O station，The tree rio home,Smile,Bang Phlat,13.79921,100.50831,Entire home/apt,537,30,3,2022-04-13,0.22,5,200,1,Week 4
Q❺曼谷市中心两房一厅！顶楼360度无边游泳池！BTS+机场快线+步行四面佛、暹罗广场、杰特宁医院,Yi,Parthum Wan,13.74815,100.54465,Entire home/apt,8000,28,1,2020-03-14,0.03,10,0,0,Week 4
Retro cool place. looking for adventureous people,Tarika,Bang Kapi,13.75868,100.63916,Shared room,346,1,0,,0.0,1,89,0,Week 1
New!  La Chada Night Market 1BR 2PPL near MRT,Curry,Huai Khwang,13.77164,100.57972,Entire home/apt,1057,1,2,2020-07-05,0.06,228,0,0,Week 1
20-Min DMK: 1Bedroom @kaset Full facility,Nicha,Chatu Chak,13.83839,100.58319,Entire home/apt,750,3,15,2022-12-05,0.44,1,141,8,Week 1
近火车夜市SHOW DC豪华大两室一厅10009,Leona,Huai Khwang,13.75316,100.57514,Entire home/apt,1588,28,0,,0.0,20,38,0,Week 4
"1 Male Studio room, close to silom complex, Bangkok",Pitchayakorn,Bang Rak,13.72958,100.52771,Private room,3000,1,0,,0.0,8,365,0,Week 1
Standard Queen Room with Window,Pitchayakorn,Bang Rak,13.72919,100.52767,Private room,4000,1,0,,0.0,8,365,0,Week 1
ที่พักรามคำแหง ลาดพร้าว,ธนธรณ์,Wang Thong Lang,13.76444,100.62192,Private room,693,1,0,,0.0,2,179,0,Week 1
Design room near Lat Phrao Bangkapi Ramkhamhaeng 1,MingCheng,Wang Thong Lang,13.78258,100.62758,Entire home/apt,800,7,0,,0.0,9,328,0,Week 1
House Near International School | Soi Lasalle 37,Suppakorn,Bang Na,13.65486,100.63816,Entire home/apt,3165,7,0,,0.0,1,365,0,Week 1
Brand new 70 SQM room -only one step from BTS Ari,Jj,Phaya Thai,13.78003,100.5445,Entire home/apt,2100,1,18,2022-12-12,0.51,2,154,14,Week 1
Brassa room 6074,Thanathorn,Wang Thong Lang,13.76643,100.62325,Entire home/apt,589,1,0,,0.0,3,179,0,Week 1
4BR - 2FLOOR - SPARKLING LUXURY @ BTS CHONGNONSI,Rajasit,Bang Rak,13.72396,100.53001,Entire home/apt,6490,2,1,2022-10-21,0.43,8,348,1,Week 1
Hana room,Paprapron,Bang Kapi,13.74401,100.61056,Private room,1000,1,0,,0.0,2,179,0,Week 1
Designer service apartment Lat Phrao Bangkapi 1,MingCheng,Bang Kapi,13.76388,100.6458,Entire home/apt,500,1,2,2020-03-14,0.06,9,328,0,Week 1
曼谷CBD/Aug.11  villa/near BTS/one room / spring,Hana,Bang Rak,13.72438,100.53261,Private room,1200,1,10,2022-11-18,0.31,29,314,6,Week 1
「WINTER」/pets friendly/near BTS/one room,Hana,Bang Rak,13.72473,100.53289,Private room,1129,1,11,2022-12-22,0.36,29,349,7,Week 1
周租9折 2大床4人可住 网美泳池无敌景观 凌晨可入住 曼谷新CBD,Mored,Huai Khwang,13.75688,100.58349,Entire home/apt,1000,3,0,,0.0,4,0,0,Week 1
Brand new 35SQM Studio-Room -One Step From BTS Ari,Jj,Phaya Thai,13.77999,100.54456,Entire home/apt,1500,1,35,2022-12-10,1.01,2,150,25,Week 1
"BTS Saphankhwai, ARI, Chatuchak, JJ mall - Deluxe",Blu,Phaya Thai,13.79078,100.54848,Entire home/apt,1123,1,67,2022-12-06,3.1,4,50,40,Week 1
Don Muang Airport/ IMPACT Arena / Free WIFI,Rq,Don Mueang,13.92815,100.58277,Private room,1723,1,1,2020-02-16,0.03,3,365,0,Week 1
"BTS Saphankhwai, ARI, Chatuchak, JJ mall - Studio",Blu,Phaya Thai,13.79078,100.54848,Entire home/apt,953,1,206,2022-12-13,6.09,4,50,141,Week 1
Sukjai Thai-style Homestay,Pook,Bang Phlat,13.78585,100.4959,Private room,690,1,0,,0.0,1,270,0,Week 1
The niche ID Rama2 Condominium,Amornrat,Chom Thong,13.67929,100.46738,Entire home/apt,2000,10,0,,0.0,1,365,0,Week 2
New! Sukhumvit NANA  1BR 2PPL Near BTS,Waratsaya,Ratchathewi,13.75083,100.55444,Private room,1120,1,0,,0.0,1,0,0,Week 1
Roommania78,Phanu,Bang Kapi,13.75905,100.63108,Entire home/apt,1500,1,0,,0.0,1,358,0,Week 1
Cosy room near IMPACT Arena  ✈ Don Muaeng Airport,Rq,Don Mueang,13.92806,100.58519,Private room,770,1,6,2022-10-31,0.17,3,365,1,Week 1
"28SQM Studio, Ratchathewi BTS, SIAM, MBK, Chula",LKN Grand,Ratchathewi,13.75224,100.52848,Private room,844,1,28,2022-12-12,1.16,3,260,25,Week 1
218 happy court ห้องพักรายเดือน-รายวัน,ภูริวัจน์,Bang Kapi,13.77151,100.64275,Private room,400,1,6,2022-10-26,0.17,1,365,4,Week 1
Studio Superior - Right next to BTS Bangchak Station,Pakatorn,Phra Khanong,13.69714,100.60278,Private room,1786,1,4,2022-10-21,0.12,3,35,1,Week 1
One Bedroom - Right next to BTS Bangchak Station,Pakatorn,Phra Khanong,13.69702,100.60457,Private room,2759,1,0,,0.0,3,43,0,Week 1
Two Bedroom Superior -Right next to BTS Bangcha...,Pakatorn,Phra Khanong,13.69719,100.60299,Private room,1842,1,0,,0.0,3,0,0,Week 1
City Center♥1BR Rooftop Pool+Yoga+Netflix Walk-BTS,Windy,Khlong Toei,13.72636,100.56505,Entire home/apt,1999,28,11,2022-11-28,0.33,37,72,7,Week 4
#2❤️BRAND NEW❤HIGH FLOOR❤ BTS-MRTWifi Washchine,Bird,Chatu Chak,13.81058,100.55715,Entire home/apt,1727,1,13,2022-12-01,0.37,12,52,8,Week 1
MRT subway Wat Mangkon COZY condominium1,K,Samphanthawong,13.74048,100.51184,Entire home/apt,969,1,4,2022-07-12,0.27,89,360,2,Week 1
Cozy soi Silom 3 condo. #19 (BTS Saladaeng&MRT),K,Bang Rak,13.72475,100.53199,Entire home/apt,1874,16,15,2022-09-05,0.44,89,328,5,Week 3
Cozy soi Silom 3 condo. #18 (BTS Saladaeng&MRT),K,Bang Rak,13.72339,100.53265,Entire home/apt,1874,16,14,2022-12-20,0.41,89,356,10,Week 3
S.入住高端公寓/BTS Bang Chak/WiFi/1b.room,Steven,Phra Khanong,13.69097,100.59978,Entire home/apt,920,1,1,2020-10-15,0.04,12,170,0,Week 1
klean residence hotel,Preeyaporn,Khlong San,13.7207,100.49533,Private room,850,1,0,,0.0,1,180,0,Week 1
素坤逸50巷酒店式公寓【开间】双床房BTS onnut,Hua,Khlong Toei,13.7059,100.60016,Entire home/apt,743,2,7,2022-11-01,0.95,20,105,7,Week 1
Cozy soi Silom 3 condo. #20 (BTS Saladaeng&MRT),K,Bang Rak,13.72511,100.53226,Entire home/apt,1874,16,9,2022-05-14,0.46,89,356,5,Week 3
素坤逸50巷 酒店式公寓双床房【开间】,Hua,Khlong Toei,13.70411,100.59974,Entire home/apt,743,2,1,2020-05-03,0.03,20,111,0,Week 1
素坤逸50巷 酒店式公寓【开间】双床房 BTS onnut,Hua,Phra Khanong,13.70392,100.59988,Entire home/apt,743,2,1,2022-11-18,0.73,20,116,1,Week 1
S.這是一個悠閒的宅焉焉小區/Near BTS Bang Chak/WiFi/1BR,Steven,Phra Khanong,13.6912,100.60009,Entire home/apt,950,1,1,2020-03-10,0.03,12,170,0,Week 1
2BED / Rama9/ near shopping mall,Kingkaew,Huai Khwang,13.75707,100.57028,Entire home/apt,3800,5,1,2020-02-27,0.03,1,181,0,Week 1
Phahon18/1bed/near JJ market,Sacksan,Chatu Chak,13.79749,100.55202,Entire home/apt,1800,10,0,,0.0,1,90,0,Week 2
"Room near Government Complex, Chaengwatthana",NiNew,Lak Si,13.88993,100.56055,Private room,760,1,0,,0.0,4,353,0,Week 1
NEW! Modern LUXURY 2BR - 1 min walk BTS SILOM,Rajasit,Bang Rak,13.72358,100.52987,Entire home/apt,2990,2,8,2022-11-15,1.3,8,359,8,Week 1
Delight,Suranat,Lat Krabang,13.70809,100.81444,Entire home/apt,1400,30,0,,0.0,1,90,0,Week 4
Janji room,จันจิ,Bueng Kum,13.84614,100.64104,Private room,1600,2,1,2020-03-09,0.03,1,180,0,Week 1
Executive Panoramic Suite,Nuttavut,Ratchathewi,13.75005,100.54799,Private room,2999,1,0,,0.0,1,365,0,Week 1
NEW! SPARKLE LUXURY -3FLOORS 6BR- 1 min BTS SILOM,Rajasit,Bang Rak,13.72586,100.52787,Entire home/apt,9590,2,2,2022-08-12,0.34,8,352,2,Week 1
Big house with cheap price,Shivam,Thung khru,13.64316,100.4984,Entire home/apt,4000,1,0,,0.0,1,180,0,Week 1
High Floor Modern 1BR Suite BKK BTS Punnawithi 3m,Dorothy,Phra Khanong,13.69101,100.60891,Entire home/apt,1614,28,9,2022-11-13,0.26,1,126,5,Week 4
【8897】RAMA9商圈中心30平单身公寓/绝佳无边观景泳池/步行4分钟地铁/火车夜市/近机场线,Yao Yao,Din Daeng,13.75656,100.56491,Entire home/apt,1035,28,18,2022-09-30,0.52,4,280,13,Week 4
*Sales 30 days*  amazing city view 1BR,Wilson,Ratchathewi,13.75102,100.55581,Entire home/apt,1729,30,0,,0.0,29,256,0,Week 4
*Sales 30 days* amazing city view 1BR,Wilson,Ratchathewi,13.74889,100.55747,Entire home/apt,1657,30,4,2022-11-26,0.59,29,156,4,Week 4
*Sales 30 days*amazing city view 1BR,Wilson,Ratchathewi,13.75059,100.55721,Entire home/apt,1529,30,2,2022-12-23,0.06,29,147,1,Week 4
Nature Relaxing Room❤BTSPhromPhong❤WIFI❤Netflix,It,Khlong Toei,13.72444,100.56508,Entire home/apt,2000,28,0,,0.0,1,180,0,Week 4
【8897】RAMA9 30sqm condo/Sky Pool/walk 4min to MRT,Yao Yao,Din Daeng,13.75679,100.56303,Entire home/apt,1035,28,29,2022-12-16,1.36,4,280,23,Week 4
หมู่บ้านคาซ่า ซิตี้ เพิ่มสิน2,Mmoo,Sai Mai,13.90298,100.64485,Entire home/apt,899,30,0,,0.0,1,90,0,Week 4
30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Curry,Ratchathewi,13.75089,100.55636,Entire home/apt,2527,3,2,2020-06-17,0.06,228,356,0,Week 1
0 metre to BTS Thonglor/Fully furnished,Metha,Khlong Toei,13.72377,100.57628,Entire home/apt,3500,1,0,,0.0,1,181,0,Week 1
"Plum Condo Ramkhamhaeng 
 3 min to Airport Link.",Nusit,Suanluang,13.74391,100.60078,Entire home/apt,633,30,0,,0.0,2,129,0,Week 4
"52F 网红SkyBar, 机场快线与MRT 交汇站，Asok，T21，火车夜市，暹罗广场，四面佛",Grace,Ratchathewi,13.75113,100.55682,Entire home/apt,2500,15,6,2022-08-07,0.17,1,175,1,Week 3
THE INSPIRED LUXURY:1 BR/POOL/MRT,Eva,Huai Khwang,13.75441,100.57644,Entire home/apt,1514,2,9,2022-11-28,0.7,44,82,8,Week 1
THE FABULOUS STUDIO@ASOKE/WIFI/BTS/MRT/POOL,Eva,Vadhana,13.73861,100.56019,Entire home/apt,1829,2,49,2022-12-12,1.58,44,84,28,Week 1
FULL RELAXING LUXURY :1 BR /POOL /MRT,Eva,Huai Khwang,13.75497,100.57574,Entire home/apt,1336,2,22,2022-11-22,0.65,44,77,9,Week 1
19楼曼谷城市中心城市景观时尚一房公寓／机场快线makkasan站500米／nana码头200米,Wilson,Ratchathewi,13.74905,100.55579,Entire home/apt,1800,30,0,,0.0,29,113,0,Week 4
"28SQM Studio, Ratchathewi BTS, SIAM, MBK, Platinum",LKN Grand,Ratchathewi,13.75328,100.52811,Entire home/apt,879,1,21,2022-12-08,0.86,3,278,17,Week 1
Alice Room Bangkok,Aunkisa,Ratchathewi,13.75231,100.53976,Entire home/apt,1085,1,0,,0.0,1,350,0,Week 1
The Onion Hostel 8-bed bunk Women's Dormitory,The Onion,Phra Nakhon,13.74217,100.49632,Shared room,495,1,0,,0.0,3,365,0,Week 1
Express Room - Klean Residence Hotel,Piyarat,Khlong San,13.72469,100.49428,Private room,1500,1,0,,0.0,5,365,0,Week 1
Superior Room - Klean Residence Hotel,Piyarat,Khlong San,13.72572,100.49423,Private room,1500,1,0,,0.0,5,365,0,Week 1
Superior Room with Breakfast - Klean Residence Hotel,Piyarat,Khlong San,13.72592,100.4945,Private room,1500,1,0,,0.0,5,365,0,Week 1
Express Room With breakfast - Klean Residence Hotel,Piyarat,Khlong San,13.72551,100.49654,Private room,1500,1,0,,0.0,5,365,0,Week 1
The Mulberry Bangkok Khaosan Road (Compact Queen),The Mulberry Bangkok,Phra Nakhon,13.75756,100.49809,Private room,1336,1,1,2022-08-17,0.22,6,240,1,Week 1
The Mulberry Bangkok Khaosan Road (Superior King),The Mulberry Bangkok,Phra Nakhon,13.75755,100.498,Private room,1336,1,11,2022-12-14,2.26,6,339,11,Week 1
The village condo,Sarawut,Bang Na,13.66924,100.61716,Private room,1200,3,0,,0.0,1,151,0,Week 1
HAPPY STATION -DELUXE TWIN BEDROOM WITH BATHROOM,Kraisi,Parthum Wan,13.73927,100.51709,Private room,1800,1,0,,0.0,3,327,0,Week 1
10minutes to Hua Mak station 3bedR. condo at 11Fl,John,Suanluang,13.72512,100.62391,Entire home/apt,14827,21,0,,0.0,2,178,0,Week 3
"131/532 Tha Phra Interchange, Phetkasem road,",Pornpen,Bangkok Yai,13.73034,100.47383,Entire home/apt,900,30,0,,0.0,2,365,0,Week 4
CozyCondo @ Hua mak station,Maneerat,Suanluang,13.73479,100.64233,Entire home/apt,500,28,1,2022-11-30,1.0,1,327,1,Week 4
JACUZZI BEDROOM AT HAPPY STATION,Kraisi,Bang Rak,13.73763,100.51664,Private room,3189,1,0,,0.0,3,342,0,Week 1
Living Cozy @ Ideo mobi Sukhumvit 5 mins Bitech,Patsina,Bang Na,13.66547409921456,100.60374556743068,Entire home/apt,1000,4,27,2022-11-29,0.79,6,315,18,Week 1
โครงการ อีลีเม้นท์ ศรีนครินทร์,Wiwat,Pra Wet,13.69353,100.63804,Private room,955,5,0,,0.0,2,180,0,Week 1
"28SQM Studio, Ratchathewi BTS, SIAM, MBK, Platinum",LKN Grand,Ratchathewi,13.75271,100.52963,Private room,770,1,22,2022-11-09,2.32,3,299,22,Week 1
Cozy Halal Bangkok,Chalermkwan,Bang Kapi,13.76177,100.64836,Entire home/apt,899,1,0,,0.0,1,302,0,Week 1
Blue Block apartment,Jet,Bang Kho laen,13.70522,100.50595,Private room,693,2,0,,0.0,1,179,0,Week 1
Comfort  So​cio reference Ekmai,Attawart,Vadhana,13.72702,100.583,Entire home/apt,1351,3,0,,0.0,1,178,0,Week 1
2 Cozy Bedrooms Condominium in Ekkamai,Khanittha And Kavin,Vadhana,13.73065,100.59134,Entire home/apt,3500,7,1,2022-05-14,0.13,1,354,1,Week 1
1BR+Infinity pool+Sky Gym at Sukhumvit 71-Ekamai,SiamLife,Suanluang,13.74155,100.60056,Entire home/apt,1000,7,1,2022-06-30,0.16,17,199,1,Week 1
Interlux Premiers Sukrumvit soi 13 ใกล้โรงพยาบาล,Kantaan,Vadhana,13.74853,100.55878,Private room,2200,1,0,,0.0,1,365,0,Week 1
Baan Lert Paisan,Roong Tiwa,Vadhana,13.73848,100.58087,Entire home/apt,3000,3,0,,0.0,1,363,0,Week 1
Authentic Studio Ploenchit-Chidlom-Siam W/Sky Pool,SABAI Guests,Parthum Wan,13.74714,100.54954,Private room,1250,28,20,2022-11-26,0.58,6,195,8,Week 4
Civilize Place@O2 Bang Na,Thipoj,Bang Na,13.67418,100.60498,Private room,2000,2,0,,0.0,1,362,0,Week 1
Pet friendly 3BR Entire Apt 156 sqm - Gym + Pool,Palakorn,Yan na wa,13.70151,100.5375,Entire home/apt,3299,1,0,,0.0,3,3,0,Week 1
New!Near The Grand Palace/ASOK Station/4PPL,Curry,Khlong Toei,13.73549,100.55721,Entire home/apt,3268,1,11,2022-11-27,1.07,228,355,11,Week 1
Supalai in Huaykhang,Chommanan,Huai Khwang,13.76603,100.57826,Entire home/apt,3300,19,1,2020-02-29,0.03,1,181,0,Week 3
Live at City Center Chitlom BTS. Studio Haus #1,Cin,Parthum Wan,13.739192177263364,100.54371416568756,Entire home/apt,2480,28,0,,0.0,3,304,0,Week 4
"Humble Condominium, Zen style with city view",Namkod,Yan na wa,13.69671,100.54164,Entire home/apt,1500,30,0,,0.0,1,173,0,Week 4
Ladkrabang ARL/1 bed,Sontana,Lat Krabang,13.72304,100.71634,Entire home/apt,1650,2,0,,0.0,1,180,0,Week 1
20% OFF Big Room Amazing River View Sunset Balcony,Alex,Bang Rak,13.72798,100.5164,Entire home/apt,2750,28,1,2021-03-26,0.05,36,242,0,Week 4
2BR！New! Near The Grand Palace/ASOK Station/4PPL,Curry,Khlong Toei,13.73614,100.55768,Entire home/apt,4586,1,23,2022-12-25,0.67,228,350,21,Week 1
1Bed in,Thanyamol,Phaya Thai,13.79352,100.55061,Entire home/apt,3300,1,0,,0.0,1,90,0,Week 1
A Best Location 1min walk to BTS On Nut Ideo Mobi,Luesak,Phra Khanong,13.70413,100.60278,Private room,580,28,7,2022-11-30,0.23,2,148,4,Week 4
Delux Twin  bed,Nattapong,Lat Krabang,13.71937,100.76629,Private room,650,1,7,2022-12-10,0.2,2,365,6,Week 1
sky pool/Sukhumvit/Prom Prong/asok/Terminal 21/gym,Curry,Vadhana,13.73436,100.56512,Entire home/apt,2845,1,5,2022-10-31,0.15,228,359,2,Week 1
Adventure Homey Hostel,Adventure,Phaya Thai,13.79459,100.5485,Private room,8000,2,0,,0.0,1,180,0,Week 1
"Ascott Sathorn Bangkok, Studio Premier",Soros,Sathon,13.71568,100.51963,Private room,8996,1,0,,0.0,6,359,0,Week 1
"Ascott Sathorn Bangkok, One Bedroom Executive Apt",Soros,Sathon,13.71577,100.51805,Private room,10358,1,0,,0.0,6,361,0,Week 1
"Ascott Sathorn Bangkok, 1 Bedroom Premier Apt",Soros,Sathon,13.71695,100.51799,Private room,11871,1,0,,0.0,6,361,0,Week 1
BTS Aree / near Aree Villa shopping mall,Ponnida,Phaya Thai,13.78076,100.54453,Entire home/apt,3350,1,1,2020-03-06,0.03,1,180,0,Week 1
Superior · Private Room @ Sukhumvit,Rembrandt Hotel & Suites,Khlong Toei,13.73145,100.5628,Private room,7186,1,0,,0.0,4,361,0,Week 1
2BR Apt 5 mins to BTS​ Phrakanong​,Nuan,Vadhana,13.71568,100.59789,Entire home/apt,1590,1,16,2022-11-13,2.4,7,108,16,Week 1
Chatuchak Weekend Market,Riin,Chatu Chak,13.8398,100.58473,Entire home/apt,1185,1,0,,0.0,1,365,0,Week 1
Designer service apartment Lat Phrao Bangkapi 3,MingCheng,Wang Thong Lang,13.78201,100.62604,Entire home/apt,500,1,0,,0.0,9,260,0,Week 1
Design room near Lat Phrao Bangkapi Ramkhamhaeng 2,MingCheng,Bang Kapi,13.76168,100.6458,Entire home/apt,800,7,0,,0.0,9,330,0,Week 1
Design room near Lat Phrao Bangkapi Ramkhamhaeng 3,MingCheng,Wang Thong Lang,13.78404,100.62739,Entire home/apt,800,7,0,,0.0,9,330,0,Week 1
Design room near Lat Phrao Bangkapi Ramkhamhaeng 4,MingCheng,Wang Thong Lang,13.78333,100.62754,Entire home/apt,800,7,0,,0.0,9,330,0,Week 1
New!  La Chada Night Market 1BR 2PPL near MRT,Noons,Huai Khwang,13.77185,100.58052,Entire home/apt,1057,1,2,2020-05-14,0.06,99,0,0,Week 1
Nice one bedroom near skytrain Ari BTS station,มานะ,Phaya Thai,13.779077,100.541187,Entire home/apt,850,2,3,2022-12-26,0.74,1,317,3,Week 1
Oonnut/ 30sqm in sukhumvit 77,Aram,Vadhana,13.70979,100.6014,Entire home/apt,3300,1,0,,0.0,1,89,0,Week 1
Sukhumvit48/Fully Furnish/Electric Home,Woraphat,Khlong Toei,13.71068,100.59551,Entire home/apt,3500,1,0,,0.0,1,90,0,Week 1
"Grey Life /Near Central world, king power, siam",Aidan,Ratchathewi,13.7493,100.55603,Entire home/apt,2071,28,1,2022-12-20,1.0,20,156,1,Week 4
15 minutes to Hua Mak entire FT in apartment hotel,Hongxiu,Suanluang,13.71393,100.61818,Private room,800,15,3,2021-06-06,0.11,4,179,0,Week 3
"B4. LUXURY CONDO Q CHIDLOM,  WITH BATH",David,Ratchathewi,13.75026,100.54463,Entire home/apt,1400,28,0,,0.0,26,179,0,Week 4
Ratchathewi BTS/ 28 sqm/studio,Pimsorn,Ratchathewi,13.75323,100.53377,Entire home/apt,3300,1,1,2020-03-10,0.03,1,91,0,Week 1
C06 - Economy Dude @ Pratunam Bangkok,Vince Hotel,Ratchathewi,13.75344,100.53501,Private room,2229,1,0,,0.0,9,346,0,Week 1
Earth tone room in Asoke,Pathiphan,Ratchathewi,13.74875,100.56253,Entire home/apt,3400,1,0,,0.0,1,181,0,Week 1
Place Rama9/Huaykhang/Rama9,Atichat,Huai Khwang,13.75731,100.57204,Entire home/apt,1820,1,1,2020-04-15,0.03,1,91,0,Week 1
TheLinePDPcondo，BTSwalk600mhighfloor+freewifi一房,AliceGuo郭美,Phaya Thai,13.79252,100.53986,Entire home/apt,900,30,15,2022-12-02,0.64,17,134,11,Week 4
Pretend to be an Absurdist's friend,Weerabhat,Phasi Charoen,13.71701,100.46857,Private room,358,1,0,,0.0,1,90,0,Week 1
BANGKOK Chao Phraya River 1 BR. Suite RIVER VIEW,Aek,Bang Sue,13.81185,100.52229,Entire home/apt,800,28,1,2022-12-01,1.0,1,138,1,Week 4
Safe heaven & Resort life in Sathorn ❤ of Bangkok,Li,Sathon,13.71065,100.52067,Entire home/apt,2200,3,26,2022-12-11,0.77,1,301,14,Week 1
Living Naraa Sathorn/Near BRT/ Deluxe 2Bedrooms,"Living Naraa,",Sathon,13.71532,100.532,Private room,1300,1,2,2022-12-07,0.19,5,85,2,Week 1
Condominium Krung Thon Sathorn,Kanokkarn,Khlong San,13.72241,100.4998,Entire home/apt,3500,1,0,,0.0,1,83,0,Week 1
FAMILY ROOM,Santo,Phra Nakhon,13.75253,100.49771,Private room,1500,1,0,,0.0,2,364,0,Week 1
Big place near Suvarnnabhumi Airport.,Phailin,Suanluang,13.73586,100.64388,Entire home/apt,3000,3,0,,0.0,1,88,0,Week 1
"bamboo garden, 竹林93二",MingCheng,Wang Thong Lang,13.78218,100.62562,Entire home/apt,500,1,2,2020-03-24,0.06,9,330,0,Week 1
28sqm in Ladprao 101 /7th floor/Maxvalue downstair,Nipapan,Wang Thong Lang,13.78746,100.62939,Entire home/apt,1800,2,0,,0.0,1,90,0,Week 1
THE HEARTFELT SKY : 2 BR / MRT/ POOL,Eva,Huai Khwang,13.76112,100.57031,Entire home/apt,3757,1,20,2022-12-10,0.65,44,75,10,Week 1
THE PERFECT BLUE SKY 2BR /MRT /POOL,Eva,Huai Khwang,13.7593,100.56859,Entire home/apt,3457,1,30,2022-12-09,0.96,44,88,19,Week 1
THE AUTUMN PEARL SUITE 1 BR : POOL/WIFI/RAMA9/RCA,Eva,Huai Khwang,13.75521,100.57565,Entire home/apt,1336,2,27,2022-11-14,0.82,44,44,12,Week 1
37 FL WARM HOUSE LUXURY:2BR /MRT /POOL,Eva,Huai Khwang,13.76063,100.56804,Entire home/apt,3514,1,23,2022-11-17,0.83,44,85,15,Week 1
THE PERFECT LIVING SUITE : 1 BR /MRT /POOL /WIFI,Eva,Huai Khwang,13.75355,100.5763,Entire home/apt,1486,2,19,2022-11-29,0.57,44,87,6,Week 1
PARADISE SKY LUXURY : 1 BR  WIFI/RAMA9/ASOKE,Eva,Huai Khwang,13.75507,100.57618,Entire home/apt,1557,2,11,2022-12-06,0.37,44,72,10,Week 1
